,,,,,,pause
sw2554A-ms98-a-0115,A.171,471.045125,471.555125,wonder,0.51,
sw2554A-ms98-a-0115,A.171,471.555125,471.725125,I,0.17,
sw2554A-ms98-a-0115,A.171,471.725125,471.987625,I,0.2625,
sw2554A-ms98-a-0115,A.171,471.987625,472.271875,[silence],0.28425,2
sw2554A-ms98-a-0116,A.171,472.271875,472.585375,[silence],0.3135,2
sw2554A-ms98-a-0116,A.171,472.585375,472.761875,read,0.1765,
sw2554A-ms98-a-0116,A.171,472.761875,472.881875,in,0.12,
sw2554A-ms98-a-0116,A.171,472.881875,472.941875,the,0.06,
sw2554A-ms98-a-0116,A.171,472.941875,473.341875,paper,0.4,
sw2554A-ms98-a-0116,A.171,473.341875,473.541875,just,0.2,
sw2554A-ms98-a-0116,A.171,473.541875,473.821875,last,0.28,
sw2554A-ms98-a-0116,A.171,473.821875,473.991875,week,0.17,
sw2554A-ms98-a-0116,A.171,473.991875,474.631875,I,0.64,
sw2554A-ms98-a-0116,A.171,474.631875,475.151875,unveiling,0.52,
sw2554A-ms98-a-0116,A.171,474.631875,474.631875,M's,0,
sw2554A-ms98-a-0116,A.171,474.631875,474.631875,B,0,
sw2554A-ms98-a-0116,A.171,475.151875,475.291875,their,0.14,
sw2554A-ms98-a-0116,A.171,475.291875,475.611875,new,0.32,
sw2554A-ms98-a-0116,A.171,475.611875,476.251875,laptop,0.64,
sw2554B-ms98-a-0138,B.172,476.159625,476.819625,[silence],0.66,4
sw2554A-ms98-a-0116,A.171,476.251875,476.861875,computer,0.61,
sw2554B-ms98-a-0138,B.172,476.819625,477.359625,Uh-huh,0.54,
sw2554A-ms98-a-0116,A.173,476.861875,477.131625,[silence],0.26975,2
sw2554A-ms98-a-0117,A.173,477.131625,477.591625,[silence],0.46,4
sw2554B-ms98-a-0138,B.174,477.359625,477.606,[silence],0.246375,4
sw2554A-ms98-a-0117,A.173,477.591625,478.076,Well,0.484375,
sw2554B-ms98-a-0139,B.174,477.606,482.615875,[silence],5.009875,4
sw2554A-ms98-a-0117,A.173,478.076,478.641,[silence],0.565,2
sw2554A-ms98-a-0117,A.173,478.641,478.761625,at,0.120625,
sw2554A-ms98-a-0117,A.173,478.761625,478.791625,a,0.03,
sw2554A-ms98-a-0117,A.173,478.791625,479.131625,price,0.34,
sw2554A-ms98-a-0117,A.173,479.131625,479.381625,tag,0.25,
sw2554A-ms98-a-0117,A.173,479.381625,479.441625,of,0.06,
sw2554A-ms98-a-0117,A.173,479.441625,479.711625,six,0.27,
sw2554A-ms98-a-0117,A.173,479.711625,480.221625,thousand,0.51,
sw2554A-ms98-a-0117,A.173,480.221625,480.581625,bucks,0.36,
sw2554A-ms98-a-0117,A.173,480.581625,480.691625,I,0.11,
sw2554A-ms98-a-0117,A.173,480.691625,480.921625,don't,0.23,
sw2554A-ms98-a-0117,A.173,480.921625,481.131625,know,0.21,
sw2554A-ms98-a-0117,A.173,481.131625,481.231625,if,0.1,
sw2554A-ms98-a-0117,A.173,481.231625,481.361625,they're,0.13,
sw2554A-ms98-a-0117,A.173,481.361625,481.491625,going,0.13,
sw2554A-ms98-a-0117,A.173,481.491625,481.551625,to,0.06,
sw2554A-ms98-a-0117,A.173,481.551625,481.711625,have,0.16,
sw2554A-ms98-a-0117,A.173,481.711625,481.751625,a,0.04,
sw2554A-ms98-a-0117,A.173,481.751625,481.951625,whole,0.2,
sw2554A-ms98-a-0117,A.173,481.951625,482.111625,lot,0.16,
sw2554A-ms98-a-0117,A.173,482.111625,482.191625,of,0.08,
sw2554A-ms98-a-0117,A.173,482.191625,482.781625,takers,0.59,
sw2554B-ms98-a-0140,B.174,482.615875,482.845875,[silence],0.23,4
sw2554A-ms98-a-0117,A.175,482.781625,483.08925,[silence],0.307625,4
sw2554B-ms98-a-0140,B.174,482.845875,483.15475,No,0.308875,
sw2554A-ms98-a-0118,A.175,483.08925,483.527125,[silence],0.437875,4
sw2554B-ms98-a-0140,B.174,483.15475,483.33325,[silence],0.1785,2
sw2554B-ms98-a-0140,B.174,483.33325,483.958875,absolutely,0.625625,
sw2554A-ms98-a-0118,A.175,483.527125,484.020625,Be-,0.4935,
sw2554B-ms98-a-0140,B.176,483.958875,484.30375,[silence],0.344875,4
sw2554A-ms98-a-0118,A.175,484.020625,484.54925,---,0.528625,
sw2554B-ms98-a-0141,B.176,484.30375,487.13025,[silence],2.8265,4
sw2554A-ms98-a-0118,A.175,484.54925,484.82925,now,0.28,
sw2554A-ms98-a-0118,A.175,484.82925,484.9415,I,0.11225,
sw2554A-ms98-a-0118,A.175,484.9415,485.321875,have,0.380375,
sw2554A-ms98-a-0118,A.175,485.321875,485.47925,the,0.157375,
sw2554A-ms98-a-0118,A.175,485.47925,485.74925,I-,0.27,
sw2554A-ms98-a-0118,A.175,485.74925,485.789125,I,0.039875,
sw2554A-ms98-a-0118,A.175,485.789125,486.03025,have,0.241125,
sw2554A-ms98-a-0118,A.175,486.03025,486.19925,the,0.169,
sw2554A-ms98-a-0118,A.175,486.19925,486.59925,I,0.4,
sw2554A-ms98-a-0118,A.175,486.59925,486.93925,P,0.34,
sw2554A-ms98-a-0118,A.175,486.59925,486.59925,M,0,
sw2554A-ms98-a-0118,A.175,486.59925,486.59925,B,0,
sw2554A-ms98-a-0118,A.175,486.93925,487.33925,two,0.4,
sw2554A-ms98-a-0118,A.175,486.93925,486.93925,S,0,
sw2554B-ms98-a-0142,B.176,487.13025,487.45025,[silence],0.32,4
sw2554A-ms98-a-0118,A.177,487.33925,487.707875,[silence],0.368625,4
sw2554B-ms98-a-0142,B.176,487.45025,487.894,Okay,0.44375,
sw2554A-ms98-a-0119,A.177,487.707875,488.11525,[silence],0.407375,4
sw2554B-ms98-a-0142,B.178,487.894,488.136625,[silence],0.242625,4
sw2554A-ms98-a-0119,A.177,488.11525,488.297875,but,0.182625,
sw2554B-ms98-a-0143,B.178,488.136625,489.25675,[silence],1.120125,4
sw2554A-ms98-a-0119,A.177,488.297875,488.417875,I'm,0.12,
sw2554A-ms98-a-0119,A.177,488.417875,488.777875,sorry,0.36,
sw2554A-ms98-a-0119,A.177,488.777875,488.887875,I,0.11,
sw2554A-ms98-a-0119,A.177,488.887875,489.187875,got,0.3,
sw2554A-ms98-a-0119,A.177,489.187875,489.437875,it,0.25,
sw2554B-ms98-a-0144,B.178,489.25675,489.53675,[silence],0.28,4
sw2554A-ms98-a-0119,A.179,489.437875,489.680875,[silence],0.243,4
sw2554B-ms98-a-0144,B.178,489.53675,489.802125,Yeah,0.265375,
sw2554A-ms98-a-0120,A.179,489.680875,490.000875,[silence],0.32,4
sw2554B-ms98-a-0144,B.180,489.802125,490.04575,[silence],0.243625,4
sw2554A-ms98-a-0120,A.179,490.000875,490.230875,It's,0.23,
sw2554B-ms98-a-0145,B.180,490.04575,495.482625,[silence],5.436875,4
sw2554A-ms98-a-0120,A.179,490.230875,490.904375,slow,0.6735,
sw2554A-ms98-a-0120,A.179,490.904375,491.3225,[silence],0.418125,2
sw2554A-ms98-a-0120,A.179,491.3225,491.790875,it's,0.468375,
sw2554A-ms98-a-0120,A.179,491.790875,492.336375,uh,0.5455,
sw2554A-ms98-a-0120,A.179,492.336375,492.59625,[silence],0.259875,2
sw2554A-ms98-a-0120,A.179,492.59625,492.787,there,0.19075,
sw2554A-ms98-a-0120,A.179,492.787,493.0695,are,0.2825,
sw2554A-ms98-a-0120,A.179,493.0695,493.48175,many,0.41225,
sw2554A-ms98-a-0120,A.179,493.48175,493.994,[silence],0.51225,2
sw2554A-ms98-a-0120,A.179,493.994,494.240875,better,0.246875,
sw2554A-ms98-a-0120,A.179,494.240875,494.750875,machines,0.51,
sw2554A-ms98-a-0120,A.179,494.750875,494.880875,on,0.13,
sw2554A-ms98-a-0120,A.179,494.880875,494.940875,the,0.06,
sw2554A-ms98-a-0120,A.179,494.940875,495.320875,market,0.38,
sw2554A-ms98-a-0120,A.179,495.320875,495.550875,right,0.23,
sw2554B-ms98-a-0146,B.180,495.482625,495.752625,[silence],0.27,4
sw2554A-ms98-a-0120,A.179,495.550875,495.906,now,0.355125,
sw2554B-ms98-a-0146,B.180,495.752625,496.091875,Yeah,0.33925,
sw2554A-ms98-a-0120,A.181,495.906,496.330875,[silence],0.424875,4
sw2554B-ms98-a-0146,B.182,496.091875,496.368875,[silence],0.277,4
sw2554A-ms98-a-0120,A.181,496.330875,496.701,for,0.370125,
sw2554B-ms98-a-0147,B.182,496.368875,499.816625,[silence],3.44775,4
sw2554A-ms98-a-0120,A.181,496.701,496.9255,[silence],0.2245,2
sw2554A-ms98-a-0121,A.181,496.9255,497.129625,[silence],0.204125,2
sw2554A-ms98-a-0121,A.181,497.129625,497.2885,a,0.158875,
sw2554A-ms98-a-0121,A.181,497.2885,497.406875,the,0.118375,
sw2554A-ms98-a-0121,A.181,497.406875,497.549,only,0.142125,
sw2554A-ms98-a-0121,A.181,497.549,497.7655,reason,0.2165,
sw2554A-ms98-a-0121,A.181,497.7655,497.8055,I,0.04,
sw2554A-ms98-a-0121,A.181,497.8055,498.0055,got,0.2,
sw2554A-ms98-a-0121,A.181,498.0055,498.0655,it,0.06,
sw2554A-ms98-a-0121,A.181,498.0655,498.1355,is,0.07,
sw2554A-ms98-a-0121,A.181,498.1355,498.2955,because,0.16,
sw2554A-ms98-a-0121,A.181,498.2955,498.3655,I,0.07,
sw2554A-ms98-a-0121,A.181,498.3655,498.5255,got,0.16,
sw2554A-ms98-a-0121,A.181,498.5255,498.5855,it,0.06,
sw2554A-ms98-a-0121,A.181,498.5855,498.7555,through,0.17,
sw2554A-ms98-a-0121,A.181,498.7555,498.8155,an,0.06,
sw2554A-ms98-a-0121,A.181,498.8155,499.3155,educational,0.5,
sw2554A-ms98-a-0121,A.181,499.3155,499.7155,purchase,0.4,
sw2554A-ms98-a-0121,A.181,499.7155,500.2355,plan,0.52,
sw2554B-ms98-a-0148,B.182,499.816625,500.266625,[silence],0.45,4
sw2554A-ms98-a-0121,A.183,500.2355,500.6255,[silence],0.39,4
sw2554B-ms98-a-0148,B.182,500.266625,500.66575,Okay,0.399125,
sw2554A-ms98-a-0121,A.183,500.6255,500.7755,through,0.15,
sw2554B-ms98-a-0148,B.184,500.66575,500.8825,[silence],0.21675,4
sw2554A-ms98-a-0121,A.183,500.7755,500.8455,the,0.07,
sw2554A-ms98-a-0121,A.183,500.8455,501.391375,school,0.545875,
sw2554B-ms98-a-0149,B.184,500.8825,500.893,[silence],0.0105,2
sw2554B-ms98-a-0149,B.184,500.893,500.9465,[noise],0.0535,
sw2554B-ms98-a-0149,B.184,500.9465,500.992125,[silence],0.045625,2
sw2554B-ms98-a-0150,B.184,500.992125,501.422125,[silence],0.43,4
sw2554A-ms98-a-0121,A.185,501.391375,501.869625,[silence],0.47825,4
sw2554B-ms98-a-0150,B.184,501.422125,501.83725,Okay,0.415125,
sw2554B-ms98-a-0150,B.186,501.83725,502.14575,[silence],0.3085,4
sw2554A-ms98-a-0121,A.185,501.869625,502.0355,and,0.165875,
sw2554A-ms98-a-0121,A.185,502.0355,502.082875,I,0.047375,
sw2554A-ms98-a-0121,A.185,502.082875,502.376625,saved,0.29375,
sw2554B-ms98-a-0151,B.186,502.14575,503.230875,[silence],1.085125,4
sw2554A-ms98-a-0121,A.185,502.376625,502.7455,forty-eight,0.368875,
sw2554A-ms98-a-0121,A.185,502.7455,502.8755,+++,0.13,
sw2554A-ms98-a-0121,A.185,502.8755,503.2955,percent,0.42,
sw2554B-ms98-a-0152,B.186,503.230875,503.360875,[silence],0.13,4
sw2554A-ms98-a-0121,A.187,503.2955,503.4255,so,0.13,
sw2554B-ms98-a-0152,B.186,503.360875,503.90325,Uh-huh,0.542375,
sw2554A-ms98-a-0121,A.187,503.4255,503.4745,I,0.049,
sw2554A-ms98-a-0121,A.187,503.4745,503.64775,said,0.17325,
sw2554A-ms98-a-0121,A.187,503.64775,503.8455,yeah,0.19775,
sw2554A-ms98-a-0121,A.187,503.8455,503.9455,if,0.1,
sw2554B-ms98-a-0152,B.188,503.90325,504.099125,[noise],0.195875,
sw2554A-ms98-a-0121,A.187,503.9455,504.0555,I,0.11,
sw2554A-ms98-a-0121,A.187,504.0555,504.1855,can,0.13,
sw2554B-ms98-a-0152,B.188,504.099125,504.936,[silence],0.836875,4
sw2554A-ms98-a-0121,A.187,504.1855,504.3555,have,0.17,
sw2554A-ms98-a-0121,A.187,504.3555,504.4355,an,0.08,
sw2554A-ms98-a-0121,A.187,504.4355,504.8355,I,0.4,
sw2554A-ms98-a-0121,A.187,504.8355,504.8355,B,0,
sw2554A-ms98-a-0121,A.187,504.8355,504.8355,M,0,
sw2554A-ms98-a-0121,A.187,504.8355,504.9155,for,0.08,
sw2554A-ms98-a-0121,A.187,504.9155,505.2555,forty-eight,0.34,
sw2554B-ms98-a-0153,B.188,504.936,506.403375,[silence],1.467375,4
sw2554A-ms98-a-0121,A.187,505.2555,505.3355,+++,0.08,
sw2554A-ms98-a-0121,A.187,505.3355,505.5855,percent,0.25,
sw2554A-ms98-a-0121,A.187,505.5855,506.0355,discount,0.45,
sw2554A-ms98-a-0121,A.187,506.0355,506.1255,I'll,0.09,
sw2554A-ms98-a-0121,A.187,506.1255,506.4455,take,0.32,
sw2554B-ms98-a-0154,B.188,506.403375,506.593375,[silence],0.19,4
sw2554A-ms98-a-0121,A.187,506.4455,506.7555,it,0.31,
sw2554B-ms98-a-0154,B.188,506.593375,507.246875,Absolutely,0.6535,
sw2554A-ms98-a-0121,A.189,506.7555,507.04,[silence],0.2845,2
sw2554A-ms98-a-0122,A.189,507.04,507.36625,[silence],0.32625,4
sw2554B-ms98-a-0154,B.190,507.246875,507.616375,[silence],0.3695,4
sw2554A-ms98-a-0122,A.189,507.36625,507.646,But,0.27975,
sw2554B-ms98-a-0155,B.190,507.616375,512.654375,[silence],5.038,4
sw2554A-ms98-a-0122,A.189,507.646,507.896875,[silence],0.250875,2
sw2554A-ms98-a-0122,A.189,507.896875,508.08,up,0.183125,
sw2554A-ms98-a-0122,A.189,508.08,508.2,to,0.12,
sw2554A-ms98-a-0122,A.189,508.2,508.43,that,0.23,
sw2554A-ms98-a-0122,A.189,508.43,508.73,point,0.3,
sw2554A-ms98-a-0122,A.189,508.73,508.82,I,0.09,
sw2554A-ms98-a-0122,A.189,508.82,508.99,had,0.17,
sw2554A-ms98-a-0122,A.189,508.99,509.23,nev-,0.24,
sw2554A-ms98-a-0122,A.189,509.23,509.39,I,0.16,
sw2554A-ms98-a-0122,A.189,509.39,509.5,had,0.11,
sw2554A-ms98-a-0122,A.189,509.5,509.73,always,0.23,
sw2554A-ms98-a-0122,A.189,509.73,509.9,said,0.17,
sw2554A-ms98-a-0122,A.189,509.9,509.96,I,0.06,
sw2554A-ms98-a-0122,A.189,509.96,510.17,would,0.21,
sw2554A-ms98-a-0122,A.189,510.17,510.41,never,0.24,
sw2554A-ms98-a-0122,A.189,510.41,510.74,have,0.33,
sw2554A-ms98-a-0122,A.189,510.74,511,one,0.26,
sw2554A-ms98-a-0122,A.189,511,511.15,because,0.15,
sw2554A-ms98-a-0122,A.189,511.15,511.19,I,0.04,
sw2554A-ms98-a-0122,A.189,511.19,511.43,wouldn't,0.24,
sw2554A-ms98-a-0122,A.189,511.43,511.57,pay,0.14,
sw2554A-ms98-a-0122,A.189,511.57,511.73,that,0.16,
sw2554A-ms98-a-0122,A.189,511.73,511.94,kind,0.21,
sw2554A-ms98-a-0122,A.189,511.94,512,of,0.06,
sw2554A-ms98-a-0122,A.189,512,512.21,money,0.21,
sw2554A-ms98-a-0122,A.189,512.21,512.34,for,0.13,
sw2554A-ms98-a-0122,A.189,512.34,512.49,their,0.15,
sw2554A-ms98-a-0122,A.189,512.49,512.95,name,0.46,
sw2554B-ms98-a-0156,B.190,512.654375,512.944,[silence],0.289625,2
sw2554B-ms98-a-0156,B.190,512.944,513.224375,That's,0.280375,
sw2554A-ms98-a-0122,A.191,512.95,513.34925,[silence],0.39925,4
sw2554B-ms98-a-0156,B.190,513.224375,513.504375,right,0.28,
sw2554A-ms98-a-0123,A.191,513.34925,513.98325,[silence],0.634,4
sw2554B-ms98-a-0156,B.192,513.504375,513.965125,[silence],0.46075,2
sw2554B-ms98-a-0157,B.192,513.965125,514.325125,[silence],0.36,4
sw2554A-ms98-a-0123,A.191,513.98325,514.331625,But,0.348375,
sw2554B-ms98-a-0157,B.192,514.325125,514.595125,That's,0.27,
sw2554A-ms98-a-0123,A.193,514.331625,514.795125,[silence],0.4635,4
sw2554B-ms98-a-0157,B.192,514.595125,515.07725,absolutely,0.482125,
sw2554A-ms98-a-0124,A.193,514.795125,515.315125,[silence],0.52,4
sw2554B-ms98-a-0157,B.192,515.07725,515.342,right,0.26475,
sw2554A-ms98-a-0124,A.193,515.315125,515.555125,now,0.24,
sw2554B-ms98-a-0157,B.192,515.342,515.58625,yeah,0.24425,
sw2554A-ms98-a-0124,A.193,515.555125,515.745125,you,0.19,
sw2554B-ms98-a-0157,B.194,515.58625,515.771125,[silence],0.184875,4
sw2554A-ms98-a-0124,A.193,515.745125,516.295125,watch,0.55,
sw2554B-ms98-a-0158,B.194,515.771125,520.494125,[silence],4.723,4
sw2554A-ms98-a-0124,A.193,516.295125,516.575125,just,0.28,
sw2554A-ms98-a-0124,A.193,516.575125,517.025125,sure,0.45,
sw2554A-ms98-a-0124,A.193,517.025125,517.14175,as,0.116625,
sw2554A-ms98-a-0124,A.193,517.14175,517.782,anything,0.64025,
sw2554A-ms98-a-0124,A.193,517.782,517.895125,the,0.113125,
sw2554A-ms98-a-0124,A.193,517.895125,518.495125,Japanese,0.6,
sw2554A-ms98-a-0124,A.193,518.495125,518.555125,are,0.06,
sw2554A-ms98-a-0124,A.193,518.555125,518.675125,going,0.12,
sw2554A-ms98-a-0124,A.193,518.675125,518.735125,to,0.06,
sw2554A-ms98-a-0124,A.193,518.735125,518.905125,come,0.17,
sw2554A-ms98-a-0124,A.193,518.905125,519.025125,out,0.12,
sw2554A-ms98-a-0124,A.193,519.025125,519.135125,with,0.11,
sw2554A-ms98-a-0124,A.193,519.135125,519.195125,a,0.06,
sw2554A-ms98-a-0124,A.193,519.195125,519.775125,laptop,0.58,
sw2554A-ms98-a-0124,A.193,519.775125,519.875125,at,0.1,
sw2554A-ms98-a-0124,A.193,519.875125,520.215125,half,0.34,
sw2554A-ms98-a-0124,A.193,520.215125,520.275125,the,0.06,
sw2554A-ms98-a-0124,A.193,520.275125,520.9165,price,0.641375,
sw2554B-ms98-a-0159,B.194,520.494125,520.774125,[silence],0.28,2
sw2554B-ms98-a-0159,B.194,520.774125,521.233875,Uh-huh,0.45975,
sw2554A-ms98-a-0124,A.195,520.9165,521.229125,[silence],0.312625,2
sw2554A-ms98-a-0124,A.195,521.229125,521.425125,with,0.196,
sw2554B-ms98-a-0159,B.196,521.233875,521.90875,[silence],0.674875,4
sw2554A-ms98-a-0124,A.195,521.425125,521.655125,more,0.23,
sw2554A-ms98-a-0124,A.195,521.655125,521.995125,stuff,0.34,
sw2554B-ms98-a-0160,B.196,521.90875,522.321875,[silence],0.413125,4
sw2554A-ms98-a-0124,A.195,521.995125,522.225125,on,0.23,
sw2554A-ms98-a-0124,A.195,522.225125,522.455125,it,0.23,
sw2554B-ms98-a-0160,B.196,522.321875,522.72425,Uh-huh,0.402375,
sw2554A-ms98-a-0124,A.197,522.455125,522.867125,[silence],0.412,4
sw2554B-ms98-a-0160,B.196,522.72425,523.184875,[silence],0.460625,4
sw2554A-ms98-a-0125,A.197,522.867125,529.282625,[silence],6.4155,4
sw2554B-ms98-a-0160,B.196,523.184875,523.43875,Yeah,0.253875,
sw2554B-ms98-a-0160,B.196,523.43875,523.62875,the,0.19,
sw2554B-ms98-a-0160,B.196,523.62875,523.88875,the,0.26,
sw2554B-ms98-a-0160,B.196,523.88875,524.43875,unfortunately,0.55,
sw2554B-ms98-a-0160,B.196,524.43875,524.50875,the,0.07,
sw2554B-ms98-a-0160,B.196,524.50875,524.65875,way,0.15,
sw2554B-ms98-a-0160,B.196,524.65875,524.948,the,0.28925,
sw2554B-ms98-a-0160,B.196,524.948,525.207625,[silence],0.259625,2
sw2554B-ms98-a-0161,B.196,525.207625,525.477625,[silence],0.27,2
sw2554B-ms98-a-0161,B.196,525.477625,525.537625,the,0.06,
sw2554B-ms98-a-0161,B.196,525.537625,525.647625,way,0.11,
sw2554B-ms98-a-0161,B.196,525.647625,525.777625,the,0.13,
sw2554B-ms98-a-0161,B.196,525.777625,525.887625,high,0.11,
sw2554B-ms98-a-0161,B.196,525.887625,526.147625,tech,0.26,
sw2554B-ms98-a-0161,B.196,526.147625,526.507625,market,0.36,
sw2554B-ms98-a-0161,B.196,526.507625,527.037625,goes,0.53,
sw2554B-ms98-a-0161,B.196,527.037625,527.227625,by,0.19,
sw2554B-ms98-a-0161,B.196,527.227625,527.317625,the,0.09,
sw2554B-ms98-a-0161,B.196,527.317625,527.587625,time,0.27,
sw2554B-ms98-a-0161,B.196,527.587625,527.687625,you,0.1,
sw2554B-ms98-a-0161,B.196,527.687625,527.847625,can,0.16,
sw2554B-ms98-a-0161,B.196,527.847625,527.982875,get,0.13525,
sw2554B-ms98-a-0161,B.196,527.982875,528.182375,[silence],0.1995,2
sw2554B-ms98-a-0161,B.196,528.182375,528.357625,get,0.17525,
sw2554B-ms98-a-0161,B.196,528.357625,528.667625,something,0.31,
sw2554B-ms98-a-0161,B.196,528.667625,528.777625,in,0.11,
sw2554B-ms98-a-0161,B.196,528.777625,528.907625,your,0.13,
sw2554B-ms98-a-0161,B.196,528.907625,529.5415,hands,0.633875,
sw2554A-ms98-a-0126,A.197,529.282625,529.632625,[silence],0.35,4
sw2554B-ms98-a-0161,B.198,529.5415,529.82775,[silence],0.28625,4
sw2554A-ms98-a-0126,A.197,529.632625,530.031625,Uh-huh,0.399,
sw2554B-ms98-a-0161,B.198,529.82775,530.247625,um,0.419875,
sw2554A-ms98-a-0126,A.199,530.031625,530.24825,[silence],0.216625,4
sw2554B-ms98-a-0161,B.200,530.247625,530.457625,it,0.21,
sw2554A-ms98-a-0126,A.199,530.24825,530.452625,It's,0.204375,
sw2554A-ms98-a-0126,A.199,530.452625,530.782625,already,0.33,
sw2554B-ms98-a-0161,B.200,530.457625,530.817625,it's,0.36,
sw2554A-ms98-a-0126,A.199,530.782625,531.3495,outdated,0.566875,
sw2554B-ms98-a-0161,B.200,530.817625,530.987625,it's,0.17,
sw2554B-ms98-a-0161,B.200,530.987625,531.627625,obsolete,0.64,
sw2554A-ms98-a-0126,A.201,531.3495,531.595625,[silence],0.246125,2
sw2554A-ms98-a-0127,A.201,531.595625,532.255625,[silence],0.66,4
sw2554B-ms98-a-0161,B.200,531.627625,531.987625,and,0.36,
sw2554B-ms98-a-0161,B.200,531.987625,532.1865,uh,0.198875,
sw2554B-ms98-a-0161,B.202,532.1865,532.775125,[silence],0.588625,4
sw2554A-ms98-a-0127,A.201,532.255625,532.495625,Yeah,0.24,
sw2554A-ms98-a-0127,A.203,532.495625,532.823125,[silence],0.3275,4
sw2554B-ms98-a-0162,B.202,532.775125,533.365125,[silence],0.59,4
sw2554A-ms98-a-0128,A.203,532.823125,535.335125,[silence],2.512,4
sw2554B-ms98-a-0162,B.202,533.365125,533.535125,we're,0.17,
sw2554B-ms98-a-0162,B.202,533.535125,534.013125,we,0.478,
sw2554B-ms98-a-0162,B.202,534.013125,534.246625,[silence],0.2335,2
sw2554B-ms98-a-0162,B.202,534.246625,534.375125,we,0.1285,
sw2554B-ms98-a-0162,B.202,534.375125,534.575125,fight,0.2,
sw2554B-ms98-a-0162,B.202,534.575125,534.785125,that,0.21,
sw2554B-ms98-a-0162,B.202,534.785125,534.885125,---,0.1,
sw2554B-ms98-a-0162,B.202,534.885125,535.225125,battle,0.34,
sw2554B-ms98-a-0162,B.202,535.225125,535.415125,every,0.19,
sw2554A-ms98-a-0129,A.203,535.335125,535.825125,[silence],0.49,4
sw2554B-ms98-a-0162,B.202,535.415125,535.585125,day,0.17,
sw2554B-ms98-a-0162,B.202,535.585125,535.725125,here,0.14,
sw2554B-ms98-a-0162,B.202,535.725125,535.845125,at,0.12,
sw2554A-ms98-a-0129,A.203,535.825125,536.28775,Yeah,0.462625,
sw2554B-ms98-a-0162,B.202,535.845125,536.285625,work,0.4405,
sw2554B-ms98-a-0162,B.204,536.285625,536.285625,and,0,
sw2554B-ms98-a-0162,B.204,536.285625,536.446875,[silence],0.16125,4
sw2554A-ms98-a-0129,A.203,536.28775,536.540125,[silence],0.252375,4
sw2554B-ms98-a-0162,B.204,536.446875,536.977375,uh,0.5305,
sw2554A-ms98-a-0129,A.203,536.540125,536.82275,yeah,0.282625,
sw2554A-ms98-a-0129,A.203,536.82275,537.033625,I,0.210875,
sw2554B-ms98-a-0162,B.206,536.977375,537.26775,[silence],0.290375,4
sw2554A-ms98-a-0129,A.203,537.033625,537.175125,I,0.1415,
sw2554A-ms98-a-0129,A.203,537.175125,537.345125,can,0.17,
sw2554B-ms98-a-0163,B.206,537.26775,542.94725,[silence],5.6795,4
sw2554A-ms98-a-0129,A.203,537.345125,537.935125,imagine,0.59,
sw2554A-ms98-a-0129,A.205,537.935125,538.2925,[silence],0.357375,2
sw2554A-ms98-a-0130,A.205,538.2925,538.8625,[silence],0.57,1
sw2554A-ms98-a-0130,A.205,538.8625,539.1025,I,0.24,
sw2554A-ms98-a-0130,A.205,539.1025,539.455625,uh,0.353125,
sw2554A-ms98-a-0130,A.205,539.455625,539.739,[silence],0.283375,2
sw2554A-ms98-a-0130,A.205,539.739,540.166,[noise],0.427,
sw2554A-ms98-a-0130,A.205,540.166,540.373125,[silence],0.207125,2
sw2554A-ms98-a-0130,A.205,540.373125,540.7225,years,0.349375,
sw2554A-ms98-a-0130,A.205,540.7225,541.1325,ago,0.41,
sw2554A-ms98-a-0130,A.205,541.1325,541.1925,I,0.06,
sw2554A-ms98-a-0130,A.205,541.1925,541.5325,remember,0.34,
sw2554A-ms98-a-0130,A.205,541.5325,541.7225,when,0.19,
sw2554A-ms98-a-0130,A.205,541.7225,541.7925,I,0.07,
sw2554A-ms98-a-0130,A.205,541.7925,541.9925,had,0.2,
sw2554A-ms98-a-0130,A.205,541.9925,542.0425,a,0.05,
sw2554A-ms98-a-0130,A.205,542.0425,542.4225,T,0.38,
sw2554A-ms98-a-0130,A.205,542.4225,542.4225,I,0,
sw2554A-ms98-a-0130,A.205,542.4225,542.7525,ninety-nine,0.33,
sw2554A-ms98-a-0130,A.205,542.7525,543.2425,+++,0.49,
sw2554B-ms98-a-0164,B.206,542.94725,543.36725,[silence],0.42,4
sw2554A-ms98-a-0130,A.207,543.2425,543.74125,[silence],0.49875,4
sw2554B-ms98-a-0164,B.206,543.36725,543.98725,Uh-huh,0.62,
sw2554A-ms98-a-0131,A.207,543.74125,544.111,[silence],0.36975,4
sw2554B-ms98-a-0164,B.208,543.98725,544.643625,[silence],0.656375,4
sw2554A-ms98-a-0131,A.207,544.111,544.26125,Put,0.15025,
sw2554A-ms98-a-0131,A.207,544.26125,544.51125,all,0.25,
sw2554A-ms98-a-0131,A.207,544.51125,544.57125,the,0.06,
sw2554A-ms98-a-0131,A.207,544.57125,544.87125,money,0.3,
sw2554B-ms98-a-0165,B.208,544.643625,555.257625,[silence],10.614,4
sw2554A-ms98-a-0131,A.207,544.87125,545.06125,into,0.19,
sw2554A-ms98-a-0131,A.207,545.06125,545.17125,the,0.11,
sw2554A-ms98-a-0131,A.207,545.17125,545.91125,expansion,0.74,
sw2554A-ms98-a-0131,A.207,545.91125,546.57125,box,0.66,
sw2554A-ms98-a-0131,A.207,546.57125,546.97125,and,0.4,
sw2554A-ms98-a-0131,A.207,546.97125,547.106375,[silence],0.135125,2
